jour,metrique,valeur
2,nombre d'intervenants,3
2,interventions secrétaire,0
2,interventions fonctionnaire,0
2,interventions ministre,0
2,interventions gouvernement,0
2,interventions opposition,1
2,interventions présidence,2
2,interventions PLQ,1
2,interventions QS,0
2,interventions PQ,0
2,nombre de suspensions,1
2,votes par consentement,0
2,votes par mise aux voix,0
2,amendements adoptés,0
2,amendements rejetés,0
2,nombre d'intervenants,8
2,interventions secrétaire,0
2,interventions fonctionnaire,0
2,interventions ministre,0
2,interventions gouvernement,0
2,interventions opposition,4
2,interventions présidence,4
2,interventions PLQ,4
2,interventions QS,0
2,interventions PQ,0
2,nombre de suspensions,0
2,votes par consentement,0
2,votes par mise aux voix,0
2,amendements adoptés,0
2,amendements rejetés,0
2,nombre d'intervenants,0
2,interventions secrétaire,0
2,interventions fonctionnaire,0
2,interventions ministre,0
2,interventions gouvernement,0
2,interventions opposition,0
2,interventions présidence,0
2,interventions PLQ,0
2,interventions QS,0
2,interventions PQ,0
2,nombre de suspensions,0
2,votes par consentement,0
2,votes par mise aux voix,0
2,amendements adoptés,0
2,amendements rejetés,0
2,nombre d'intervenants,0
2,interventions secrétaire,0
2,interventions fonctionnaire,0
2,interventions ministre,0
2,interventions gouvernement,0
2,interventions opposition,0
2,interventions présidence,0
2,interventions PLQ,0
2,interventions QS,0
2,interventions PQ,0
2,nombre de suspensions,0
2,votes par consentement,0
2,votes par mise aux voix,0
2,amendements adoptés,0
2,amendements rejetés,0
2,nombre d'intervenants,10
2,interventions secrétaire,0
2,interventions fonctionnaire,0
2,interventions ministre,2
2,interventions gouvernement,0
2,interventions opposition,3
2,interventions présidence,5
2,interventions PLQ,3
2,interventions QS,0
2,interventions PQ,0
2,nombre de suspensions,1
2,votes par consentement,0
2,votes par mise aux voix,0
2,amendements adoptés,1
2,amendements rejetés,0
2,nombre d'intervenants,3
2,interventions secrétaire,0
2,interventions fonctionnaire,0
2,interventions ministre,0
2,interventions gouvernement,0
2,interventions opposition,1
2,interventions présidence,2
2,interventions PLQ,1
2,interventions QS,0
2,interventions PQ,0
2,nombre de suspensions,0
2,votes par consentement,0
2,votes par mise aux voix,0
2,amendements adoptés,0
2,amendements rejetés,0
2,nombre d'intervenants,0
2,interventions secrétaire,0
2,interventions fonctionnaire,0
2,interventions ministre,0
2,interventions gouvernement,0
2,interventions opposition,0
2,interventions présidence,0
2,interventions PLQ,0
2,interventions QS,0
2,interventions PQ,0
2,nombre de suspensions,0
2,votes par consentement,0
2,votes par mise aux voix,0
2,amendements adoptés,0
2,amendements rejetés,0
2,nombre d'intervenants,2
2,interventions secrétaire,0
2,interventions fonctionnaire,0
2,interventions ministre,1
2,interventions gouvernement,0
2,interventions opposition,0
2,interventions présidence,1
2,interventions PLQ,0
2,interventions QS,0
2,interventions PQ,0
2,nombre de suspensions,0
2,votes par consentement,0
2,votes par mise aux voix,0
2,amendements adoptés,0
2,amendements rejetés,0
2,nombre d'intervenants,13
2,interventions secrétaire,0
2,interventions fonctionnaire,0
2,interventions ministre,0
2,interventions gouvernement,0
2,interventions opposition,6
2,interventions présidence,7
2,interventions PLQ,6
2,interventions QS,0
2,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,0
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,0
3,interventions gouvernement,0
3,interventions opposition,0
3,interventions présidence,0
3,interventions PLQ,0
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,2
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,20
3,interventions secrétaire,1
3,interventions fonctionnaire,0
3,interventions ministre,6
3,interventions gouvernement,0
3,interventions opposition,5
3,interventions présidence,8
3,interventions PLQ,5
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,7
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,2
3,interventions gouvernement,1
3,interventions opposition,1
3,interventions présidence,3
3,interventions PLQ,1
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,1
3,votes par mise aux voix,1
3,amendements adoptés,0
3,amendements rejetés,1
3,nombre d'intervenants,30
3,interventions secrétaire,4
3,interventions fonctionnaire,1
3,interventions ministre,8
3,interventions gouvernement,1
3,interventions opposition,9
3,interventions présidence,7
3,interventions PLQ,9
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,1
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,2
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,0
3,interventions gouvernement,0
3,interventions opposition,1
3,interventions présidence,1
3,interventions PLQ,1
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,1
3,amendements adoptés,1
3,amendements rejetés,0
3,nombre d'intervenants,45
3,interventions secrétaire,4
3,interventions fonctionnaire,1
3,interventions ministre,13
3,interventions gouvernement,3
3,interventions opposition,10
3,interventions présidence,14
3,interventions PLQ,10
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,1
3,votes par mise aux voix,1
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,21
3,interventions secrétaire,3
3,interventions fonctionnaire,0
3,interventions ministre,4
3,interventions gouvernement,0
3,interventions opposition,7
3,interventions présidence,7
3,interventions PLQ,7
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,1
3,amendements adoptés,0
3,amendements rejetés,2
3,nombre d'intervenants,19
3,interventions secrétaire,5
3,interventions fonctionnaire,0
3,interventions ministre,4
3,interventions gouvernement,2
3,interventions opposition,5
3,interventions présidence,3
3,interventions PLQ,5
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,0
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,0
3,interventions gouvernement,0
3,interventions opposition,0
3,interventions présidence,0
3,interventions PLQ,0
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,1
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,25
3,interventions secrétaire,4
3,interventions fonctionnaire,0
3,interventions ministre,9
3,interventions gouvernement,1
3,interventions opposition,8
3,interventions présidence,3
3,interventions PLQ,8
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,1
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,31
3,interventions secrétaire,0
3,interventions fonctionnaire,1
3,interventions ministre,13
3,interventions gouvernement,0
3,interventions opposition,14
3,interventions présidence,3
3,interventions PLQ,14
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,1
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,38
3,interventions secrétaire,5
3,interventions fonctionnaire,0
3,interventions ministre,10
3,interventions gouvernement,1
3,interventions opposition,9
3,interventions présidence,13
3,interventions PLQ,1
3,interventions QS,0
3,interventions PQ,8
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,0
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,0
3,interventions gouvernement,0
3,interventions opposition,0
3,interventions présidence,0
3,interventions PLQ,0
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,1
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,3
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,0
3,interventions gouvernement,0
3,interventions opposition,1
3,interventions présidence,2
3,interventions PLQ,0
3,interventions QS,0
3,interventions PQ,1
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,0
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,0
3,interventions gouvernement,0
3,interventions opposition,0
3,interventions présidence,0
3,interventions PLQ,0
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,0
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,0
3,interventions gouvernement,0
3,interventions opposition,0
3,interventions présidence,0
3,interventions PLQ,0
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,1
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,3
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,0
3,interventions gouvernement,0
3,interventions opposition,1
3,interventions présidence,2
3,interventions PLQ,0
3,interventions QS,0
3,interventions PQ,1
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,0
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,0
3,interventions gouvernement,0
3,interventions opposition,0
3,interventions présidence,0
3,interventions PLQ,0
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,2
3,amendements adoptés,1
3,amendements rejetés,0
3,nombre d'intervenants,46
3,interventions secrétaire,10
3,interventions fonctionnaire,3
3,interventions ministre,8
3,interventions gouvernement,2
3,interventions opposition,14
3,interventions présidence,9
3,interventions PLQ,9
3,interventions QS,0
3,interventions PQ,5
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,1
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,54
3,interventions secrétaire,4
3,interventions fonctionnaire,0
3,interventions ministre,22
3,interventions gouvernement,1
3,interventions opposition,23
3,interventions présidence,4
3,interventions PLQ,23
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,1
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,1
3,interventions gouvernement,0
3,interventions opposition,0
3,interventions présidence,0
3,interventions PLQ,0
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,27
3,interventions secrétaire,0
3,interventions fonctionnaire,1
3,interventions ministre,13
3,interventions gouvernement,0
3,interventions opposition,13
3,interventions présidence,0
3,interventions PLQ,13
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,0
3,amendements adoptés,0
3,amendements rejetés,0
3,nombre d'intervenants,37
3,interventions secrétaire,0
3,interventions fonctionnaire,0
3,interventions ministre,18
3,interventions gouvernement,0
3,interventions opposition,19
3,interventions présidence,0
3,interventions PLQ,19
3,interventions QS,0
3,interventions PQ,0
3,nombre de suspensions,0
3,votes par consentement,0
3,votes par mise aux voix,1
